author:;stream:;highlight; videocategory;createdAt; title;tag_idols;tag_teams;tag_texts;content
1;1_dyqfxyet;true;4;10/01/2013;La Roma, un club de elite Parte 1;284, 130, 104, 120;124;antonio tempestilli, italia, calcio, walter sabatini;Una recorrida por la Roma, uno de los clubes más importantes de Italia. Antonio Tempestilli -Director de Prensa- muestra los campos de entrenamiento, vestuarios y principales instalaciones. Además, el Director Deportivo Walter Sabatini explica la importancia de los jugadores sudamericanos.
1;1_fda0nu04;true;4;10/01/2013;La Roma, un club de elite Parte 2;22, 220;124;antonio tempestilli, italia, calcio, guido combar;Antonio Tempestilli, Director de Prensa de la Roma, repasa algunos títulos del equipo mientras comparte su historia como jugador. La visita por el club continúa por la sala de conferencias, las habitaciones y el restaurante. Un tour bien completo para conocer desde adentro al equipo de la capital italiana.
1;1_r8kj3u4e;true;4;14/01/2013;La Roma, un club de elite Parte 3;22, 220, 104, 130, 143, 177;19, 124;antonio tempestilli, italia, calcio, guido combar, alberto de rossi, simone perrotta, simon kjær;"Salvatore Scaglia -Manager de la Roma- destaca la trascendencia del futbolista argentino; mientras que Alberto De Rossi -Entrenador de Reserva- habla de su hijo Daniele, figura del equipo romano. A su vez, el testimonio de Erik Lamela y todo que significa Francesco Totti como ídolo y símbolo del club."
1;1_vyhga5sc;true;4;10/01/2013;La Casa Blanca, el estadio del Real Madrid;286, 104, 120, 123, 201, 50, 282, 290, 291;60;santiago bernabéu, la casa blanca, jorge valdano, madrid, españa, ;Una visita al Santiago Bernabéu, el estadio del Real Madrid. Toda la gloriosa historia del Merengue en un paseo por su museo. El recuerdo de sus ídolos y grandes momentos, reflejados en camisetas memorables y vitrinas repletas de trofeos.
1;1_4ov1xvfi;true;4;10/01/2013;La Bombonera, la cancha de Boca;143;1;la bombonera, cabj, pasión boquense, la 12;Toda la pasión xeneize en el estadio Alberto J. Armando, la mítica cancha de Boca. Sus tribunas, plateas y el palco de Diego Maradona. La historia de porqué se la apodó La Bombonera y mucho más.
1;1_8rzkrdmo;true;4;10/01/2013;Hotel Boca, Parte 1;23, 200, 143, 240, 180, 20;1;design suites, hotel, pablo marchese, hotel boca, chef, cabj, nahuel pomponio, hijos nuestros, fans;El Hotel Boca y toda la pasión xeneize en sus instalaciones. Pablo Marchese -Gerente de Operaciones- explica el objetivo del complejo y aporta detalles de sus comodidades. Las habitaciones, bar y restaurante donde los fans pueden alojarse junto a sus ídolos. Nahuel Pomponio, chef del hotel, cuenta sobre la gastronomía que ofrecen y la comida de los jugadores.
1;1_indcv5td;true;4;10/01/2013;Hotel Boca, Parte 2;200, 91, 226, 180, 292, 230,202, 175;1;teté coustarot, daniel angelici, roberto leto, mercedez funes, hotel boca, hotel, cabj, la mitad más uno, fans;"En la presentación a la prensa del Hotel Boca, varios personajes xeneizes dan su opinión sobre el emprendimiento. Teté Coustarot -periodista y conductora- cuenta la experiencia de ser madrina del hotel; y Roberto Leto -periodista partidario- expresa la importancia del complejo. Además, el testimonio de Daniel Angelici, Julio César Falcioni y el Flaco Schiavi."
1;1_1szit38i;true;4;10/01/2013;Fénix, un club de Primera Parte 1;;;Estadio Carlos Barraza, Fénix, Oscar Santángelo, Pilar, Leonel Perro Vargas, Luis Martín Sútero, Utilero, El abuelo de Fénix, Atlas, Primera C.;¿Qué se siente ser parte de Fénix? Oscar Santángelo, entrenador del equipo de Pilar, detalla su experiencia en el club. La palabra de Leonel Perro Vargas y Luis Martín Sutero -jugadores- en la previa del ascenso a la Primera C.
1;1_f0czzpgv;true;4;10/01/2013;Fénix, un club de Primera Parte 2;;;Estadio Carlos Barraza, Fénix, Roberto Carlos Garrele, Pilar, Mario Francisco Ramírez Hernández, El abuelo de Fénix, Atlas, Primera C, César Mansilla.;"Pertenecer al club Fénix en un momento histórico. El triunfo sobre Atlas en la previa del ascenso a la Primera C; y el testimonio de la gente que trabaja hace tiempo el equipo de Pilar."
1;1_z59gswel;true;4;10/01/2013;El Lecce, un humilde del sur de Italia, Parte 1;293, 61, 98, 239;;Lecce, Calcio, Javier Chevantón, Uruguay, Selección Uruguaya, Paolo Montero,Italia;El uruguayo Guillermo Giacomazzi cuenta sobre su trayectoria en el Lecce después de tantos años en el club. Cómo es el fútbol en Italia y las diferencias de mentalidad deportiva entre los jugadores sudamericanos y los europeos. Sus orígenes en el Calcio y las ganas del volante de regresar a Uruguay.
1;1_fbtjqx4w;true;4;10/01/2013;El Lecce, un humilde del sur de Italia, Parte 2;155, 143, 294, 295, 296;16.123.136.129;Lecce, Calcio, Piacenza, Livorno, Uruguay, Racismo, Carlos Osti, Italia, Caseros,;Martín Migliónico -actualmente en Racing- explica las diferencias entre los hinchas italianos según la región geográfica a la que pertenecen. Además, relata su experiencia en distintos clubes luego de 10 años en el Calcio. Carlos Osti -Director Deportivo del Lecce- cuenta como ha cambiado el fútbol de Italia y detalla su predilección por el jugador argentino.
1;1_4k8u2g1g;true;4;03/01/2013;Calcio italiano, pasión futbolera;285,284,130,257,266,157,10,22,293,297,155;123.124.136;Calcio, Italia, Lecce, Filippo Galli, Carlo Osti, Silvano Martina, Tifosis, Michele Criscitiello, Roberto Scarpini, Fans, Clubes, ;"El Calcio y toda la pasión de sus protagonistas. Jugadores, dirigentes, periodistas y fans; opinan sobre la tradición del fútbol italiano y destacan su gran sentimiento. La comparación entre los tifosis del norte y sur, similitudes con los hinchas argentinos; y la rivalidad entre Milan e Inter."
1;1_k9qqcyvs;true;6;15/01/2013;Ácumen, centro de entrenamiento físico y mental de alto rendimiento Parte 1;82;;Ácumen, Fernando Fossatti, Entrenamiento, Alto rendimiento, Mauro Giallombardo, Automovilismo, TC, TC 2000, Top Race, Preparación Física;Fernando Fossatti, director del centro de entrenamiento físico/mental Ácumen, detalla el objetivo y los métodos de trabajo del complejo. La agilización y el desarrollo de los sentidos, para alcanzar un mayor rendimiento en situaciones límites del deporte. Nicolás Domingo entrenando -ex jugador de River- y el testimonio de Mauro Giallombardo -automovilista-.
1;1_n44fns7y;true;6;15/01/2013;Ácumen, centro de entrenamiento físico y mental de alto rendimiento Parte 2;93;;Sandra Rossi, Gastón Bergner, Ácumen, Fernando Fossatti, Alto rendimiento, Entrenamiento, Preparación Física ;La aplicación de entrenamientos específicos para deportistas de alto rendimientos, pensados para mejorar la concentración y la toma de decisiones. La Gata Fernández entrenando y la experiencia de Nicolás Domingo en Ácumen.
1;1_8rz9dxzf;true;6;15/01/2013;André Santos en la previa de la Batalla de las Estrellas;223, 201, 81, 50;102, 184, 182;Colombia, Bogotá, Fenerbahçe;André Santos, jugador de Gremio, expresa su felicidad de poder formar parte de la Batalla de las Estrellas y compartir un partido con tantos grandes jugadores. Además, el brasilero cuenta sus sensaciones sobre el buen clima que se vive y también sobre el cariño que le brindan los hinchas.
1;1_irb1ukx1;true;6;15/01/2013;Chicho Serna, ídolo de Boca y Atlético Nacional;230.118;1, 198;Colombia, Selección Colombia, Bogotá, Chacarita, Talleres de Cba., Medellín, ;Chicho Serna recuerda su paso por el fútbol argentino destacando su exitosa etapa en Boca. Su actividad como representante tras su retiro como jugador, sus emprendimientos en Colombia y su deseo de ser técnico en un futuro cercano. A su vez, el ídolo xeneize habla sobre su relación con los fans y también sobre su fanatismo por Atlético Nacional.
1;1_a0j6af8j;true;6;15/01/2013;Chilavert, la vida del N°1 Parte 1;63;8, 236, 244;Chilavert, Paraguay, Selección Paraguaya, Paraguay, Dino Zoff, Toni Schumacher, ;"José Luis Félix Chilavert repasa parte de su infancia y cuenta cómo fueron sus comienzos en el fútbol. Cómo llegó a ser arquero, cuándo se probó en Olimpia y lo dejaron ir; y la anécdota previa a su debut con 15 años en Sportivo Luqueño. Además, el ídolo paraguayo recuerda cuando de chico miraba futbol alemán y revela quiénes eran sus ídolos."
1;1_1p09yrzk;true;6;15/01/2013;Chilavert, la vida del N°1 Parte 2;12, 63;8, 236, 244, 19, 11;Chilavert, Paraguay, Selección Paraguaya, Paraguay, Selección Argentina, Horacio Elizondo, Selección Colombia, ;Chilavert explica su importancia en el Seleccionado de Paraguay y cuenta sobre el cambio de mentalidad que produjo en el jugador paraguayo. La influencia de sus familiares, su idolatría en Vélez y la anécdota con el árbitro Horacio Elizondo. Además, el arquero rememora los goles más importantes de su carrera.
1;1_6atury31;true;6;15/01/2013;Chilavert, la vida del N°1 Parte 3;63, 143, 27, 154, 302, 213, 28, 200, 167;1, 8, 186 ;Paraguay, Selección Paraguaya, Fans, Grondona, Estadio Morumbí, Hobbies;Chilavert cuenta las historias más extrañas con sus fans y compara a Messi con Maradona. Su opinión sobre Grondona, su relación con Ruggeri y la rivalidad con Navarro Montoya. A su vez, el N°1 recuerda la final de la Libertadores con San Pablo y detalla algunas de sus actividades actuales.
1;1_rymn8kzb;true;6;15/01/2013;Dani Alves, el socio de Messi Parte 1;11, 154, 176, 50, 169, 81, 149, 171, 139, 250, 201;61;Brasil, ;"Dani Alves, el mejor lateral derecho del mundo, explica el porqué de su alegría y buena onda para animar los hinchas. Sus gustos músicales, su relación con Leo Messi y mucho más; en un mano a mano con el crack brasilero del Barcelona."
1;1_cjnz2g6y;true;6;15/01/2013;Dani Alves, el socio de Messi Parte 2;11, 154, 201, 81, 223, 86, 51, 177, 139, 190, 109, 132, 303, 304, 305, 306, 307, 308;186, 61;Brasil, ;"La felicidad de Dani Alves y su agradecimiento por llegar a triunfar en el fútbol, sin perder de vista sus orígenes y la relación con la gente. Su amistad con Eric Abidal y el sueño de su recuperación; y el fanatismo del lateral del Barcelona por el San Pablo, Cafú, Ronaldo, Ronaldinho y Messi."
1;1_iiavitxx;true;6;15/01/2013;Daniel Osvaldo, el goleador romano;50, 51, 177, 261, 109, 112, 150, 154, 98;1, 35, 124;Calcio, Italia, Fans;Pablo Daniel Osvaldo, delantero de la Roma, recuerda su pasado en Huracán y compara el Calcio con el fútbol argentino. Su agradecimiento al club Quemero, su paso por la Liga Española y los nervios que genera jugar con Messi. Además, el goleador habla los hinchas de la Roma y del fan italiano en general. 
1;1_j8q41rfi;true;6;15/01/2013;Dunga y su admiración por Messi;154, 86;169;Brasil, ;Carlos Dunga realiza una comparación entre el estilo del jugador sudamericano y el europeo. El ex campeón del mundo aporta también su visión sobre Messi, destacando su humildad y sencillez como persona. Además, el entrenador del Inter prioriza el lado humano de Leo por sobre su costado futbolístico.
1;1_7s2vznnu;true;6;15/01/2013;Dunga y Capello, dos grandes entrenadores;86, 154, 51;;Brasil, Italia ;Dunga y Capello, dos de los entrenadores más importantes del mundo, hacen referencia a los futbolistas más allá del campo de juego. La obligación de ser ejemplo como figuras del públicas, sin dejar de entender al jugador como una persona más.
1;1_0h86expi;true;6;15/01/2013;John Viáfara, ídolo del Once de Manizales;250, 256, 154, ;204;Colombia, Bogotá, Copa Libertadores, ;John Viáfara habla sobre Leo Messi como ejemplo a seguir, aprendiendo de su sencillez y predisposición para ayudar a los demás. A su vez, el colombiano recuerda su golazo a Boca que sirvió para ser campeón de la Libertadores con el Once Caldas.    
1;1_do8bo31s;true;6;15/01/2013;La historia de Iya Trore, el N°1 del Freestyle Fútbol;;81;Iya Traore, Francia, París, Guinea, Guinea-Conakri, Freestyle Soccer, Freestyle Fútbol, Trucos, PSG, Montmartre, Sacré Cœur, ;Iya Trore, referente mundial de Freestyle Fútbol, relata su historia de vida. Sus orígenes en Guinea, su llegada a Francia y su paso por el PSG. A su vez, el crack revela su admiración por Maradona y repasa el camino recorrido hasta llegar a convertirse en una atracción turística de París. 
1;1_mkomn16y;true;6;15/01/2013;Luciana Rubinska, la historia de una de las principales periodistas deportivas argentinas;;;Luciana Rubinska, TyC, Diego Díaz, Olé, Fútbol femenino, Periodismo Deportivo, Balneario 12, Mar del Plata, Deportea, Estudio Fútbol, Indirecto;Luciana Rubinska, periodista de TyC Sports, cuenta sus orígenes y su trayectoria en el periodismo deportivo. Su visión de la mujer dentro de un rubro tildado de machista y su manera de ver el deporte. La opinión de Diego Díaz, colega en el programa Indirecto.
1;1_2zmrqr8l;true;6;15/01/2013;Navarro Montoya y su función en los medios, Parte 1;167;60, 64;España, Periodismo Deportivo, Radio Marca, Marca TV, ;"Navarro Montoya cuenta sobre su trabajo en radio y tv de España; y a su vez aporta su opinión sobre la relación de los medios con los clubes. Apasionado por el fútbol, el Mono detalla su manera de desenvolverse como comunicador."
1;1_1dny4sr9;true;6;15/01/2013;Navarro Montoya y su función en los medios, Parte 2;167, 309, 304, 297, 310, 311 , 154;60, 61, 64;España, Periodismo Deportivo, Radio Marca, Marca TV, ;"Navarro Montoya opina sobre los porteros más destacados del mundo y reflexiona sobre la Era Guardiola en Barcelona. El Mono también habla sobre Messi y la Selección; y por último compara los hinchas españoles con los argentinos."
1;1_gav7ahnl;true;6;15/01/2013;Santiago Salcedo, un futbolista que cumplió el sueño de jugar en el club del que es hincha Parte 1;218;237, 3;Cerrista, Paraguay, Pasión Cerrista, CCP, Ciclón, Fans, Mario Jacquet, Selección Paraguaya, Cerro Corá;Santiago Salcedo, ídolo de Cerro Porteño de Paraguay, cuenta sus comienzos como jugador en el club de sus amores. Su breve paso por las inferiores cerristas, su debut en Primera y la experiencia de vestir la camiseta del equipo que es hincha.
1;1_f48oy31v;true;6;15/01/2013;Santiago Salcedo, un futbolista que cumplió el sueño de jugar en el club del que es hincha Parte 2;218;237;Cerrista, Paraguay, Pasión Cerrista, CCP, Ciclón, Fans, Mario Jacquet, Hinchada, Bandera ;Santiago Salcedo repasa sus días como hincha de Cerro Porteño y cuenta sobre la bandera que hicieron con sus amigos en 1994. Referente cerrista, expresa la emoción de volver al club que lo vio nacer y agradece la iniciativa de los hinchas para su regreso. Cómo fue ser campeón con su hermano en 2005 y la importancia de su familia.
1;1_9bsnlkd3;true;6;16/01/2013;Trailer Entrevistas -eng-;218, 230, 167, 223, 250, 256, 86, 51, 63, 11, 177, 98, 28;13, 237, 123, 1;Gastón Bergner, Champions League, Talleres CBA;"Ídolos, fans y personalidades del fútbol cuentan sus historias en primera persona. Anécdotas, opiniones y experiencias; en las propias palabras de los protagonistas. Entrevistas mano a mano, donde los personajes expresan sus vivencias y formas de pensar."
1;1_719mtigz;true;2;15/01/2013;Agustín Vulletich, su departamento y una tarde con él;255, 108, 75, 76;8;SIC, Bautista Güemes, CUBA, Rugby, Córdoba.;Agustín Vulletich abre las puertas de su departamento y cuenta algunos detalles de su vida. Después lo acompañamos a entrenar con Vélez y por último, se encuentra con un amigo rubgier que le enseña a patear a la H.
1;1_jgav2294;true;2;15/01/2013;;19, 160, 149, 143;21;Bowling, Maradona, Selección Argentina,;"Alejando Barbaro y Diego Molina, dos grandes promesas de Banfield, comparten sus experiencias de llegar a Primera mientras se desafían al bowling. Cuando eran alcaza pelotas, pasar de la tribuna a jugar en el club del que son hinchas; y las ganas de triunfar en el Taladro."
1;1_443tcwgn;true;2;15/01/2013;Amigos de Messi vs Amigos de Falcao Parte 1;154, 11, 149, 61, 192, 169, 171, 119, 73, 157, 261, 90, 177, 205, 98, 132, 139, 150, 109, 85, 239, 265, 116, 51, 50, 223;;Colombia, Bogotá, guillermo marín;En la previa del partido entre los amigos de Messi y los amigos de Falcao en Bogotá -Colombia-, los fans demuestran toda la pasión por sus ídolos. Fabio Capello y Dunga, técnicos de cada equipo, cuentan cómo viven los amistosos a beneficio. Además, Guillermo Marín -empresario organizador- explica el objetivo de la gira y la vinculación con la Fundación Leo Messi.
1;1_wf6z0u4l;true;2;15/01/2013;Amigos de Messi vs Amigos de Falcao Parte 2;223, 154, 139, 230, 11, 50, 261, 177, 176, 201, 81, 118, 98, 109, 250, 256, 119, 171, 132, 190, 51, 112, 149, 312, 90;61;Bogotá, Colombia, Giovanni Hernández, Guillermo Marín, Fundación Leo Messi, ;André Santos, Chicho Serna y Franco Zuculini explican la importancia de participar en un encuentro a beneficio con Leo Messi. El viaje en ómnibus con las estrellas, el vestuario y toda la intimidad de los amigos de Messi y Falcao en la previa del amistoso en Bogotá -Colombia-.
1;1_vh4bnsiv;true;2;15/01/2013;Amigos de Messi vs Amigos de Falcao Parte 3;223, 154, 139, 230, 11, 50, 261, 177, 176, 201, 81, 118, 98, 109, 250, 256, 119, 171, 132, 190, 51, 112, 149, 312, 90, 205, 86, 114;;Colombia, Bogotá, Giovanni Henández,;El testimonio de las estrellas del fútbol mundial, en la previa  del partido entre los amigos de Messi y los amigos de Falcao. El vestuario, la presentación, los goles y todo el color de los fans en el amistoso en Bogotá -Colombia-. 
1;1_eqy6l0td;true;2;15/01/2013;Amigos de Messi vs Resto del Mundo en Miami, Parte 1;154, 11, 149, 61, 192, 169, 171, 119, 73, 157, 261, 90, 177, 205, 98, 132, 139, 150, 109, 85, 239, 265, 116, 51, 50, 223, 228, 176, 190, 168, 181;;Miami, USA;"En la previa del amistoso entre los Amigos de Messi y el Resto del Mundo, las estrellas cuentan sus sensaciones de participar del partido a beneficio en Miami. Lo importante de jugar junto a Messi y también colaborar por una causa justa; en el testimonio de Materazzi, Drogba y Cannavaro."
1;1_sb2nksit;true;2;15/01/2013;Amigos de Messi vs Resto del Mundo en Miami, Parte 2;154, 11, 149, 61, 192, 169, 171, 119, 73, 157, 261, 90, 177, 205, 98, 132, 139, 150, 109, 85, 239, 265, 116, 51, 50, 223, 228, 176, 190, 168, 181;;Miami, USA, Jozy Altidore, Carlos Bocanegra, Fans, Sun Life;Los mejores jugadores del mundo llegan al estadio Sun Life de Miami para disputar la Batalla de las Estrellas. Además, toda la intimidad del vestuario de los Amigos de Messi y la entrada a la cancha con todo el color de los hinchas. El testimonio de Diego Milito, Luis Suárez, Clarence Seedorf y Jozy Altidore.
1;1_ulghvyqu;true;2;15/01/2013;Autos y fútbol, las naves de los jugadores;130, 104, 313, 258, ;123, 124;Audi, Ferrari, Porsche, Bently, Simon Kjaer, Simone Perrotta, Luca Castellazzi, Angelo Palombo;"Audi, Ferrari, Porsche y Bently; son algunas de las marcas que prefieren los futbolistas al momento de elegir un auto. Desde el entrenamiento de la Roma y el Inter, te mostramos las naves de Lamela, Gago, Iván Córdoba y Mauro Zárate, entre otros."
1;1_z1zpcr93;true;2;15/01/2013;Bobo Vieri, figura del Calcio y del espectáculo italiano;266, 154;123, 121;Italia, Calcio, RAI, Andrés Gil, Coliseo, Bobo Vieri, Amigos, Roma;El actor argentino Andrés Gil, ganador del concurso Bailando con las estrellas de Italia, nos presenta a su amigo Christian Vieri. Un repaso por la carrera del Bobo y un partido entre amigos.
1;1_gn9d2nlg;true;2;15/01/2013;Chiara Picone y su vida junto a Pastore en París Parte 1;183;81;París, PSG, Chiara Picone, Italia, Francia, Arco del Triunfo;"Chiara Picone, novia de Javier Pastore, cuenta cómo vive junto al ídolo en París. Mientras muestra su departamento con vista al Arco del Triunfo, repasa su llegada a Francia y explica cómo es vivir allí. La relación con los parisinos, el vínculo con la familia de Javi y mucho más; en el relato de la simpática conductora italiana. "
1;1_0r8nl7li;true;2;15/01/2013;Chiara Picone y su vida junto a Pastore en París Parte 2;183;81;París, PSG, Chiara Picone, Italia, Francia, Arco del Triunfo, Champs Elysees,;"Un paseo por las calles de París con Chiara, la novia de Javi Pastore. Cuándo se conocieron y el Flaco le dijo que se llamaba Matías; la experiencia de convivir por primera vez y la relación con la gente."
1;1_r79d9z7g;true;2;15/01/2013;Chiara Picone y su vida junto a Pastore en París Parte 3;183;81;París, PSG, Chiara Picone, Italia, Francia, Parc des Princes;Chiara Picone va a la cancha del Paris Saint Germain a ver a su novio. Además, acompañamos a la conductora en una recorrida por el estadio Parc des Princes -Parque de los Príncipes- en la previa del encuentro de Javier Pastore.
1;1_w0n3kbu5;true;2;15/01/2013;Dalma Maradona nos cuenta  que significa ser la hija de D10S;143, 116, 180;1, 19, 122;Dalma Maradona, Bombonera, Torneo Apertura 2011, Boca campeón,;"Dalma Maradona va a la Bombonera para ver a Boca campeón del Apertura 2011. Nos cuenta cuando se peleó por su papá en la cancha de River, su relación con los hinchas napolitanos; y su regreso a Italia después de 20 años. "
1;1_aom6scvo;true;2;15/01/2013;Didier Drogba, ídolo marfileño;154, 61, 149, 98, 195, 11, 228, 119, 177, 261, 90, 168, 132, 265,205, 139, 150, 109, 239, 50, 176, 190, 223;105;Shangai Shenua, Galatasaray, Costa de Marfil;Didier Drogba, figura del Galatasaray, expresa su alegría de poder compartir un amistoso con tantas estrellas. El marfileño, ídolo del Chelsea, le agradece a Messi la convocatoria y manifiesta su felicidad de poder ayudar en un partido a beneficio.
1;1_5nbjra3n;true;2;15/01/2013;El Balneario 12, el lugar del fútbol en Mar del Plata Parte 1;143, 88, 137;1, 19;Mar del Plata, Balneario 12, Augusto Digiovanni, Verano, Volley, Familia, Fans, Camisetas;Augusto Digiovanni, dueño del Balneario 12, cuenta sobre los orígenes del parador más conocido de Mar del Plata. La vinculación con el mundo del fútbol y la relación con equipos y jugadores, para transformarse en la playa más futbolera de la Argentina.
1;1_97be30dm;true;2;15/01/2013;El Balneario 12, el lugar del fútbol en Mar del Plata Parte 1 -s/s-;143, 88, 137;1, 19;Mar del Plata, Balneario 12, Augusto Digiovanni, Verano, Volley, Familia, Fans, Camisetas;Augusto Digiovanni, dueño del Balneario 12, cuenta sobre los orígenes del parador más conocido de Mar del Plata. La vinculación con el mundo del fútbol y la relación con equipos y jugadores, para transformarse en la playa más futbolera de la Argentina.
1;1_rxug6uo4;true;2;15/01/2013;El Balneario 12, el lugar del fútbol en Mar del Plata Parte 2;267, 292, 88;;Horacio Pagani, Diego Díaz, TyC, Carlos Timoteo Griguol, Martín Arévalo, Estudio Fútbol, Marcelo Palacios, Augusto Digiovanni, Cai Aimar, Balneario 12, Mar del Plata, Verano;"Distintas personalidades del fútbol argentino relatan sus experiencias en el Balneario 12 de Mar del Plata. Horacio Pagani, Diego Díaz, el Turco García, Pablo Mouche y el Cai Aimar; cuentan porqué eligen este parador cuando veranean en la costa argentina."
1;1_zoey89br;true;2;15/01/2013;El Coyo Almandoz y su pasión por las carreras de caballos;7;8;Hobby, Hipódromo, Caballos, Apuestas, San Isidro, ;El Coyo Almandoz disfruta de uno de sus hobbies, las carreras de caballos. Acompañamos al ex jugador de Vélez y actual entrenador de la reserva del Fortín, al hipódromo de San Isidro donde nos cuenta algunas de sus tácticas a la hora de apostar.
1;1_vecbrfyo;true;2;15/01/2013;El equipo de los artistas demostrando su pasión por el fútbol Parte 1;;;Roy Quiroga, Amigos, Daniel Tognetti, Martín Souto, Nicolás Pauls, Luciano Pereyra, Diego Torres, Artistas, Músicos, Periodistas, Turco Naím, Diego Balut, Fabián Zorrito Von Quintiero, Juanse Ratones Paranoicos;El equipo de los artistas, integrado en su mayoría por periodistas y músicos argentinos, muestra la pasión de los famosos por jugar al fútbol. Cómo surgió la idea y cómo se fueron organizando, en el testimonio del presidente del club, Roy Quiroga.
1;1_uvashdse;true;2;15/01/2013;El equipo de los artistas demostrando su pasión por el fútbol Parte 2;;;Fabián Zorrito Von Quintiero, Amigos, Joe Fernández, Amigos, Federico D´Elía, Martín Seefeld, Diego Maradona, Evo Morales, Turco Naím, Daniel Tognetti, Luciano Pereyra, Artistas, Músicos, Periodistas;Daniel Tognetti, periodista argentino, cuenta cómo se unió al equipo de los artistas. Además, detalla la anécdota de cuando tuvo la suerte de jugar con Maradona, enfrentando al conjunto boliviano de Evo Morales en La Paz. Después de terminar el entrenamiento, el Turco Naím -humorista y actor- comenta como fue el partido entre los famosos.
1;1_ea4u75cq;true;2;15/01/2013;El equipo de los artistas demostrando su pasión por el fútbol Parte 3;;;Fabián Zorrito Von Quintiero, Amigos, Joe Fernández, Turco Naím, Daniel Tognetti, Luciano Pereyra, Diego Díaz, Asado, Leonardo de Cecco, Ratones Paranoicos, Ataque 77, Luis Majul, Artistas, Músicos, Periodistas;Después de jugar al fútbol, el equipo de los artistas disfruta de un gran asado donde comparten varias historias. Entre risas, los músicos Joe Fernández y el Zorrito Von Quintiero, rememoran anécdotas de los primeros partidos.  
1;1_iseks9bz;true;2;15/01/2013;Esteban Andrada cocina mientras nos cuenta su historia;12;11, 61;Esteban Andrada, Cocina, Gastronomía, Mendoza, Arqueros, Selección Argentina, ;"Esteban Andrada, arquero de Lanús, cocina unos fideos con pollo mientras cuenta su historia. La decisión de dejar Mendoza en el momento más díficil de su vida, la alegría de construirle una casa a su mamá; y la importancia de su familia en su carrera."
1;1_cloev27f;true;2;15/01/2013;Ezequiel Muñoz en su Pergamino natal Parte 1;262;1, 133;Ezequiel Muñoz, Pergamino, Familia, Asado, ;Acompañamos a Ezequiel Muñoz a Pergamino -su ciudad de origen- para compartir un asado en familia. Cuando empezó a jugar como central, su paso por las selecciones juveniles y las sensaciones de sus primeros partidos en Italia. Su pasión por el fútbol y lo imporante de disfrutar su carrera, en el relato del defensor del Palermo.
1;1_vmre2uv1;true;2;15/01/2013;Ezequiel Muñoz en su Pergamino natal Parte 2;262, 220, 314;133, 1, 123, 136;Ezequiel Muñoz, Pergamino, Play Station, Amigos;Ezequiel Muñoz -defensor del Palermo de Italia- cuenta cuando en su tercer partido en el Calcio le cambió la camiseta a su ídolo, Walter Samuel. Además, un recorrido con el ex Boca de su Pergamino natal, pasando por su escuela y por la cancha donde comenzó a jugar. Para terminar el día, un fútbol con amigos y familia.
1;1_xxelswm7;true;2;15/01/2013;Federico Freire y los mellizos Desábato aprenden a hacer wakeboard;75, 76, 100;8;Wakeboard, Paseo del Tigre, Cutún Martin, Santiago Sequeiros;Los mellizos Desábato y Federico Freire -Vélez- practican wakeboard en el Tigre con Cutún Martin, campeón argentino del deporte. Pese al miedo, se animan y les va bastante bien.
1;1_f20vg9vl;true;2;15/01/2013;Fernando Carlos y el programa Fútbol para Todos;;;Fernando Carlos, TyC, Walter Queijeiro, Fox Sports, Fútbol para Todos, Vito Saravia, Chechu Bonelli, Damián Manusovich, Emiliano Pinzón, Periodismo Deportivo, Fútbol-Tenis;Fernando Carlos, reconocido periodista deportivo, nos muestra toda la intimidad del programa Fútbol para Todos de Fox Sports. El vestuario, el fútbol-tenis y el testimonio de Walter Queijeiro, Damián Manusovich y Emiliano Pinzón.
1;1_kgbnxj6k;true;2;15/01/2013;Fito Rinaudo y su vida en el Sporting Parte 1;199;26, 143;Lisboa, Portugal, Amigos, Mate, Armstrong Sta. Fe, ;Fito Rinaudo, ídolo del Sporting, relata su experiencia en la liga portuguesa y recuerda su debut con los Leones. Mientras comparte unos mates con amigos en su casa de Lisboa, el ex Gimnasia de La Plata cuenta cómo es la vida por allá.
1;1_f3m0djt0;true;2;15/01/2013;Fito Rinaudo y su vida en el Sporting Parte 2;199;26, 143;Lisboa, Portugal, Amigos, Mate, Armstrong Sta. Fe, ;"Un repaso de la carrera de Fito Rinaudo, mientras el ex volante de Gimnasia comparte unos mates con amigos. Su forma de ver el fútbol, su sueño de jugar en Primera y su manera de plantearse objetivos; para después disfrutar de la cena que prepara su madre."
1;1_f18hdlm2;true;2;15/01/2013;Fútbol por un Techo, el partido de las figuras cordobesas;183, 87, 35;10, 24;Javier Pastore, Un Techo para mi País, Solidaridad, José Meolans, Federico Lussenhoff, Piñón Fijo, Córdoba, Un Techo para mi país, Talleres de Cba., Fútbol por un Techo, Franco Vásquez, Rubén Insúa, Belgrano, Oscar Derticia, Diego Garay, Javier Collado, Héctor Baldassi, Silvio Romero, La Boutique;"La organización Un Techo para mi País y el objetivo de ayudar a la comunidad a través del deporte. En la cuarta edición de Fútbol por un Techo, reconocidos futbolistas cordobeses disputan un partido a beneficio en la cancha de Talleres. El testimonio de Pastore, el Piojo López y Lussenhoff; más la participación de Buffarini, Dybala, Piñon Fijo y Meolans."
